gene_id E15_cpn	E15_corticothal	E15_subcereb	E16_cpn	E16_corticothal	E16_subcereb	E18_cpn	E18_corticothal	E18_subcereb	P1_cpn	P1_corticothal	P1_subcereb	cluster	gene_id	gene_type
XLOC_002130	0	0	0	0.0611777	0.00584223	0.104402	0.144022	0.0156463	0.163735	0.156584	0.021671	0.390087	4	XLOC_002130	lincRNA
XLOC_002132	0	0	0	0	0.0176143	0.0323585	0.0176851	0	0.0627527	0.018592	0.0162611	0.267401	16	XLOC_002132	lincRNA
XLOC_002157	0.470484	0.0023456	0.0807411	0.466178	0.0349372	0.088785	0.3592	0.085026	0.0824334	0.242978	0.0233798	0.0325006	0	XLOC_002157	lincRNA
XLOC_002158	2.10769	0.0572142	0.360135	1.484	0.0700733	0.296323	0.998748	0.147562	0.282712	0.216775	0.0429916	0.0695979	10	XLOC_002158	lincRNA
XLOC_002164	0.0578828	0.0566482	0.0441388	0	0.0396626	0.0996161	0.154772	0.305679	0.339392	0.412229	1.06667	0.3831	9	XLOC_002164	lincRNA
XLOC_002166	6.16626	6.51097	6.45469	7.89588	8.11374	7.6587	8.34021	8.79338	7.49459	5.41603	5.50881	3.96993	13	XLOC_002166	lincRNA
XLOC_002167	14.0702	16.1164	16.2297	16.4548	16.804	14.1056	13.3315	14.4385	10.2626	6.56012	7.70599	5.02938	19	XLOC_002167	lincRNA
XLOC_002168	16.701	18.8599	21.2524	15.8443	18.3428	15.5947	10.9107	13.5927	9.12378	5.87381	7.68916	4.16106	19	XLOC_002168	lincRNA
XLOC_002169	0	0	0	0	0.0109605	0.138472	0	0.0206906	0.269719	0.0459869	0.0258468	0.391652	16	XLOC_002169	lincRNA
XLOC_002178	0.0755496	0.688185	0.499501	0.100519	0.41371	0.181811	0.0166888	0.0545723	0.0553614	0.0115708	0.0316818	0.0216521	2	XLOC_002178	lincRNA
XLOC_002202	105.466	134.751	120.646	81.7481	99.4297	85.7957	64.6437	70.9733	52.4047	25.5095	25.4165	21.3491	19	XLOC_002202	lincRNA
XLOC_002207	0.368313	0.719215	0.358094	0.714585	1.7717	1.07369	1.82122	2.84598	2.46044	3.8098	4.40475	4.32201	17	XLOC_002207	lincRNA
XLOC_002208	1.41928	0.69331	0.874431	3.00102	0.915125	0.740426	2.29469	0.824032	1.32573	0.785487	0.32509	0.600761	10	XLOC_002208	lincRNA
XLOC_002212	0.23826	0.354565	0.319876	0.302766	0.450635	0.25748	0.289161	0.332089	0.277177	0.13697	0.189734	0.0805783	19	XLOC_002212	lincRNA
XLOC_002216	0.077527	0.0846425	0.03142	0.494335	0.0690345	0.0777786	1.21099	0.0863892	0.26489	1.54257	0.199403	0.479932	5	XLOC_002216	lincRNA
XLOC_002235	0.231598	0.704956	0.614818	0.125129	0.73117	0.481669	0.222494	1.17377	0.823298	0.476941	1.05125	0.767473	6	XLOC_002235	lincRNA
XLOC_002236	0.188436	0.632668	0.450131	0.14695	0.571942	0.491958	0.190265	1.16983	0.778454	0.52542	1.20347	1.05188	17	XLOC_002236	lincRNA
XLOC_002237	0	0.00800852	0	0	0.0168672	0.0091403	0.00935222	0.0074225	0.10981	0.0362286	0.0374761	0.305448	16	XLOC_002237	lincRNA
XLOC_002238	0.227329	0	0.0240431	0.674775	0.0226579	0.375168	1.0194	0.105794	0.617997	2.72973	0.0470549	2.00922	4	XLOC_002238	lincRNA
XLOC_002247	0	0.0223089	0	0	0.0249532	0.0127261	0.013267	0.0309839	0.0353692	0	0.323091	0.079974	9	XLOC_002247	lincRNA
XLOC_002256	0.0549097	0.0249677	0.122164	0.155206	0	0	0.176738	0.0763252	0.0267761	0.153608	0.470575	0.153141	9	XLOC_002256	lincRNA
XLOC_002265	0.279973	0.497837	1.1956	0.27309	0.507485	0.725361	0.269713	0.422208	0.550142	0.0836984	0.131614	0.19103	7	XLOC_002265	lincRNA
XLOC_002267	1.51383	5.02142	6.13526	0.914744	2.8585	1.02487	0.871803	3.35293	0.737084	0.847339	2.65429	0.721188	7	XLOC_002267	lincRNA
XLOC_002289	0.0436773	0.0179746	0.0133207	0.512544	0.0129313	0	0.244204	0.010833	0.0171794	0.157022	0.0135722	0	0	XLOC_002289	lincRNA
XLOC_002291	1.4814	4.30314	3.9317	3.09674	7.08466	4.93765	2.87639	6.82185	3.99894	1.82014	5.85301	2.40387	6	XLOC_002291	lincRNA
XLOC_002301	0	0	0	0.0106013	0	0.0564264	0.00609667	0	0.250403	0.00640981	0	0.224011	16	XLOC_002301	lincRNA
XLOC_002303	16.6764	29.8596	22.092	19.8008	29.3071	20.3652	17.5369	19.5702	17.378	15.964	11.1075	16.3219	19	XLOC_002303	lincRNA
XLOC_002312	1.84426	2.30018	1.15969	1.6171	2.06233	1.24776	2.10651	2.35722	2.03525	2.34609	2.16509	2.89747	12	XLOC_002312	lincRNA
XLOC_002337	0.526686	1.83953	1.49897	0.747811	1.57186	0.653525	0.970636	1.91465	0.526414	0.769362	1.11736	0.322708	6	XLOC_002337	lincRNA
XLOC_002357	0	0.553134	0.135773	0.0017706	0.786826	0.0696708	0.00404126	0.949415	0.0182769	0.00280427	1.08601	0.0102482	6	XLOC_002357	lincRNA
XLOC_002358	0.028193	0.508106	0.279458	0.0100976	0.736257	0.0435376	0	1.06061	0.0141675	0	0.896308	0	6	XLOC_002358	lincRNA
XLOC_002364	0.464297	0.755943	0.755125	1.87218	2.13618	1.55305	0.693778	0.900808	0.497435	0.416856	0.567427	0.387585	19	XLOC_002364	lincRNA
XLOC_002371	0.00492722	0	0.00793835	0	0.0094788	0.00519941	0	0.141574	0.0150253	0.0341715	1.26886	0.0256133	9	XLOC_002371	lincRNA
XLOC_002378	0.413106	0.740499	0.301241	0.395647	0.511995	0.202961	0.565132	0.56699	0.279747	1.26302	1.08638	0.807919	17	XLOC_002378	lincRNA
XLOC_002382	0.982211	1.72281	1.34017	0.476053	1.18501	0.578751	0.372927	1.19161	0.486861	0.57248	1.3515	0.40737	12	XLOC_002382	lincRNA
XLOC_002385	0.707911	0.709917	0.69876	0.758397	0.519093	0.563869	0.562405	0.38138	0.388032	0.244226	0.177797	0.099788	19	XLOC_002385	lincRNA
XLOC_002407	0.205107	0.239084	0.180943	0.945685	0.348156	0.593231	2.03098	0.278856	1.05387	2.71264	0.180142	1.0966	5	XLOC_002407	lincRNA
XLOC_002408	0.0614743	2.32075	0.90826	0.174108	1.33719	0.154728	0.28433	0.833673	0.0828549	0.0787853	0.199512	0.0265191	2	XLOC_002408	lincRNA
XLOC_002415	0.136801	0.321055	0.332968	0.228685	0.22134	0.196114	0.105636	0.13246	0.21899	0	0.114186	0.0575587	-1	XLOC_002415	lincRNA
XLOC_002416	4.25965	1.57088	1.15883	6.07927	2.8659	2.40043	7.61698	4.69379	4.04582	9.18311	7.08998	5.1863	17	XLOC_002416	lincRNA
XLOC_002431	13.1536	13.0837	9.94064	15.8623	16.418	19.2142	12.9648	14.8372	12.5911	10.2755	12.7246	10.6413	19	XLOC_002431	lincRNA
XLOC_002437	0.0918685	0.166568	0.0912149	0.122743	0.216384	0.141763	0.18533	0.216264	0.159375	0.413498	0.439453	0.45859	17	XLOC_002437	lincRNA
XLOC_002439	0.752565	0.924775	1.01001	1.01568	0.881261	0.745554	0.831745	0.647634	0.437534	0.335611	0.234519	0.201825	19	XLOC_002439	lincRNA
XLOC_002440	1.97461	4.5515	4.17324	2.01162	3.94929	4.1093	4.41791	5.87444	4.21309	4.42422	5.37089	4.26634	12	XLOC_002440	lincRNA
XLOC_002444	0.162487	0.292396	0.295612	0.148884	0.198967	0.189978	0.146875	0.291107	0.147655	0.501319	0.912023	0.485188	17	XLOC_002444	lincRNA
XLOC_002447	0.269684	0.810157	0.299814	0.401764	1.0599	0.332684	0.42513	0.576639	0.173683	0.703991	0.970139	0.246292	17	XLOC_002447	lincRNA
XLOC_002456	0	0	0.0167045	0.156117	0	0.0141652	0.49917	0.070731	0.0293097	0.616765	0.0448758	0.0500644	5	XLOC_002456	lincRNA
XLOC_002462	2.92517	2.3649	3.41335	1.71275	1.33903	1.86454	0.876077	0.767723	0.715034	1.16493	0.55373	0.799454	7	XLOC_002462	lincRNA
XLOC_002468	0.0325922	0.138598	0	0.0325138	0.0349188	0.0323429	0.166804	0.213005	0.0826596	0.187792	0.310316	0.215448	17	XLOC_002468	lincRNA
XLOC_002482	0.373296	2.58014	1.87667	0.189248	2.63052	1.47313	0.0301769	2.29849	1.01839	0.0200207	1.18131	0.786791	6	XLOC_002482	lincRNA
XLOC_002483	0.0713088	0.279091	0.0608736	0	0.235814	0.076167	0.0199061	0	0.108022	0.0279584	0.0609657	0.0824713	2	XLOC_002483	lincRNA
XLOC_002508	14.2334	11.5847	14.7689	13.5859	10.2048	15.6992	13.3237	10.4301	11.4321	19.6463	17.4218	14.7372	8	XLOC_002508	lincRNA
XLOC_002511	0.107932	0.0893859	0.102252	0.408252	0.200026	0.0987476	0.734521	0.254559	0.121134	0.626194	0.196928	0.153456	5	XLOC_002511	lincRNA
XLOC_002522	0.190647	0.239135	0.216802	0.282057	0.185801	0.157206	0.345312	0.19873	0.120936	0.20469	0.107829	0.0513133	19	XLOC_002522	lincRNA
XLOC_002525	41.2844	70.1691	74.3781	66.0821	97.7712	100.682	66.6055	90.5616	82.8496	44.752	45.6276	47.0932	19	XLOC_002525	lincRNA
XLOC_002526	0.173055	0.202212	0.274504	0.441171	0.384325	0.271013	0.445411	0.675183	0.335228	2.61148	0.668481	0.622707	5	XLOC_002526	lincRNA
XLOC_002529	0.181545	0.0369218	0.148385	0.343186	0.185512	0.322135	0.291978	0.222473	0.601952	0.898927	0.323776	0.970634	4	XLOC_002529	lincRNA
XLOC_002539	0	0.666148	0.120274	0	0.461245	0.0331029	0	0.806073	0.11538	0.0526007	0.87171	0.0770395	6	XLOC_002539	lincRNA
XLOC_002540	0.0313987	0.813815	0.0673217	0.0330163	0.507335	0.0637806	0.0217002	0.882587	0.13218	0.0427416	1.02785	0.111155	6	XLOC_002540	lincRNA
XLOC_002542	0.0142039	0	0.0338108	0.0448842	0	0.154257	0.0336874	0	0.29375	0.0653565	0	0.052919	16	XLOC_002542	lincRNA
XLOC_002556	1.68392	1.50346	1.68487	2.26537	1.53701	1.33727	2.11582	1.43981	0.957701	1.10863	1.14175	0.707542	19	XLOC_002556	lincRNA
XLOC_002588	1.23654	1.23984	1.34423	2.38	1.94344	1.42544	3.10027	3.43746	1.89086	3.16341	2.95966	3.18594	17	XLOC_002588	lincRNA
XLOC_002594	0.137169	0.30102	0.20565	0.450043	0.836664	0.448985	0.73801	1.15003	0.559794	0.491907	0.941102	0.431801	17	XLOC_002594	lincRNA
XLOC_002598	0.834855	0.126986	0.138283	1.12596	0.167252	0.126867	1.05432	0.127083	0.121769	1.50666	0.306607	0.194227	5	XLOC_002598	lincRNA
XLOC_002602	0.505261	0	0.0600983	0.743594	0.123347	0.35045	1.29559	0.34165	0.554972	0.685937	0.258622	0.378095	5	XLOC_002602	lincRNA
XLOC_002634	1.3763	0.793046	0.595751	2.2405	0.585629	0.361752	2.86533	0.957134	0.559755	2.29598	0.535105	0.357335	5	XLOC_002634	lincRNA
XLOC_002636	4.75172	2.49129	1.9717	8.47547	3.96783	4.55091	6.8763	5.03032	4.67966	11.9286	9.29149	10.6592	17	XLOC_002636	lincRNA
XLOC_002637	0.556949	0.5984	0.696031	0.232132	0.183047	0.190718	0.50355	0.367521	0.437028	0.089464	0.0559625	0.0759066	3	XLOC_002637	lincRNA
XLOC_002645	9.9947	9.93889	8.74425	11.8614	10.444	10.5935	13.6264	14.5937	19.0601	18.4175	18.1292	23.8013	18	XLOC_002645	lincRNA
XLOC_002646	0.977297	0.816591	1.05205	1.21737	1.06894	1.14115	0.72254	0.597377	0.583111	0.248639	0.242299	0.290351	19	XLOC_002646	lincRNA
XLOC_002650	0.92699	1.09232	0.767667	1.21623	1.32029	0.898046	1.52772	1.66221	0.831614	2.70956	2.85329	1.65289	17	XLOC_002650	lincRNA
XLOC_002651	0	0	0	0.0941014	0.0357086	0.0621085	0.177596	0.12464	0.0949314	0.0870012	0.470998	0.14493	9	XLOC_002651	lincRNA
XLOC_002657	0.0431171	1.41493	0.154555	0.043455	1.33852	0.0277009	0.196428	1.75528	0.0623926	0.134058	0.658812	0.022191	6	XLOC_002657	lincRNA
XLOC_002666	0.0230371	0.0235068	0.0549075	0.0978696	0.0493186	0	0.0832132	0.508841	0.0745219	0.262164	0.611979	0.0311049	9	XLOC_002666	lincRNA
XLOC_002674	0.222924	0.297129	0.323397	0.448963	0.459941	0.408418	0.577213	0.714221	0.476415	0.919953	1.54958	1.08716	17	XLOC_002674	lincRNA
XLOC_002676	0.0108444	0.21026	0.0578207	0	0.0760576	0.0630143	0.046163	0.256782	0.218716	0.012248	0.105165	0.0489389	11	XLOC_002676	lincRNA
XLOC_002685	0.0462656	0	0.0500916	0.0301676	0	0.123127	0.0510134	0.0422091	0.659525	0.0181202	0.0158514	0.342249	16	XLOC_002685	lincRNA
XLOC_002687	0.0247534	0.0184534	0	0.075295	0.0688299	0.0434257	0.228243	0.148058	0.375068	0.113018	0.124087	0.242593	16	XLOC_002687	lincRNA
XLOC_002701	1.1368	0.811934	2.46266	0.586995	1.10726	0.65677	0.222812	0.722144	0.17485	0.210765	0.575435	0.104751	7	XLOC_002701	lincRNA
XLOC_002706	0.118534	1.31253	0.997381	0.412332	1.84921	2.89181	0.739473	1.61246	2.28013	1.23484	1.62854	2.12235	11	XLOC_002706	lincRNA
XLOC_002726	0	0	0	0.00281922	0	0.0121791	0.0420032	0.0162393	0.114971	0.101561	0.12544	0.468378	16	XLOC_002726	lincRNA
XLOC_002728	1.22178	0.981214	2.11133	0.647003	0.655371	1.41871	0.46097	0.549864	0.783407	1.26411	1.35198	2.01547	11	XLOC_002728	lincRNA
XLOC_002731	1.10903	1.56168	1.88063	0.658412	2.43427	1.45262	0.546628	3.9687	1.5803	0.857456	3.8026	1.62587	6	XLOC_002731	lincRNA
XLOC_002732	0	0	0	0	0.436594	0	0	0.933858	0	0	0.883129	0.0641158	9	XLOC_002732	lincRNA
XLOC_002740	0.648717	0.868129	1.0972	0.575326	1.00179	0.453474	0.614019	1.16886	0.3696	0.38479	0.904898	0.208972	12	XLOC_002740	lincRNA
XLOC_002757	0	0	0	0	0.0252579	0.0327727	0.0859278	0	0.101852	0.623962	0.0262104	0.168507	5	XLOC_002757	lincRNA
XLOC_002770	431.862	279.074	341.486	201.352	130.085	228.589	308.897	209.525	426.14	433.943	325.243	649.225	14	XLOC_002770	lincRNA
XLOC_002785	0.691339	0.216564	0.149738	1.53456	0.326886	0.537394	3.20241	0.505897	1.5845	1.61116	0.277348	1.95503	5	XLOC_002785	lincRNA
XLOC_002805	0	0	0	0.0153716	0	0.0153794	0.0173027	0.0157815	0.0941688	0.135688	0.0367738	0.358432	4	XLOC_002805	lincRNA
XLOC_002824	0.280769	4.80634	8.73743	0.306897	0.318112	0.307549	0.462567	0.335555	0.229532	0.240561	0.206267	0.212136	7	XLOC_002824	lincRNA
XLOC_002826	0.0292732	0.166727	0.106458	0.15536	0.262963	0.0956693	0.177013	0.49959	0.0634825	0	0.179595	0.0395129	6	XLOC_002826	lincRNA
XLOC_002854	2.07118	2.53433	2.73273	1.76221	2.21746	1.73864	1.55103	1.69408	1.12908	0.963743	1.04463	0.64187	19	XLOC_002854	lincRNA
XLOC_002858	0.280502	0.111717	0.184889	0.20294	0.0536826	0.050012	0.0218411	0.0343437	0.0196598	0.0267545	0	0	10	XLOC_002858	lincRNA
XLOC_002868	0.272817	0.149032	0.0304695	0.662578	0.0461672	0.0479091	1.07369	0.0207593	0.0465785	1.28597	0	0.0743694	5	XLOC_002868	lincRNA
XLOC_002871	0	0	0	0.0306795	0	0	0.20941	0.0272484	0.124161	0.537688	0	0.342338	5	XLOC_002871	lincRNA
XLOC_002874	0	0.00918	0.00866055	0.0148509	0	0.0161907	0.0415747	0	0.00760074	0.51794	0.0155725	0.0697946	5	XLOC_002874	lincRNA
XLOC_002875	0	0.486092	0.144291	0.0133786	0.55266	0.0751841	0.0152033	0.13364	0.0137027	0.0727278	0.0519825	0	2	XLOC_002875	lincRNA
XLOC_002877	1.2627	0.995178	1.46115	1.25707	1.23186	1.10916	0.591565	0.410356	0.547768	2.05695	1.26603	1.26992	14	XLOC_002877	lincRNA
XLOC_002887	0	0.551781	0.269737	0.0297297	0.333327	0.0853463	0	0.0739105	0.0717276	0	0.0197554	0.0189596	2	XLOC_002887	lincRNA
XLOC_002900	1.05252	1.27172	1.1784	1.09295	1.69107	1.18366	0.411826	0.486216	0.491033	0.101733	0.120788	0.143831	19	XLOC_002900	lincRNA
XLOC_002901	0.0233546	0.0249974	0.115886	0.0552333	0.0439632	0.376714	0	0	0	0.028469	0.0105308	0.053249	16	XLOC_002901	lincRNA
XLOC_002904	2.2559	3.19547	3.10809	3.38657	3.74556	2.91076	3.01932	2.97669	2.98265	1.12386	1.15083	1.29724	19	XLOC_002904	lincRNA
XLOC_002924	0.673186	0.768148	0.765915	0.641967	0.86681	0.468853	0.499359	0.632391	0.274092	0.753646	0.997552	0.574958	12	XLOC_002924	lincRNA
XLOC_002939	0.475309	0.815643	0.367811	1.17508	1.13274	1.3892	2.48161	2.31835	3.96596	4.04537	4.72928	6.19419	16	XLOC_002939	lincRNA
XLOC_002943	0.029337	0.0933194	0.0458056	0.0274963	0.135541	0.158173	0.0468917	0.202385	0.227927	0.0881175	0.423983	0.448742	16	XLOC_002943	lincRNA
XLOC_002944	0.414398	1.55801	0.886324	0.925551	2.01208	1.88479	0.976501	2.47579	2.11989	0.500616	1.8268	1.63297	11	XLOC_002944	lincRNA
XLOC_002969	0.0417681	0.00652086	0	0.0272276	0.036924	0.0277743	0.146687	0.111411	0.0760114	0.595557	0.0810763	0.290407	5	XLOC_002969	lincRNA
XLOC_002970	2.03896	2.68707	2.48076	2.33404	2.87973	2.24762	2.50637	2.93706	2.09627	0.620735	0.641899	0.517669	19	XLOC_002970	lincRNA
XLOC_002975	0.0471209	0.0322253	0.0091642	0.117382	0.0247006	0	0.336134	0.127199	0.0636783	0.442722	0.140503	0.00877684	5	XLOC_002975	lincRNA
XLOC_002983	0.203909	1.05172	0.511845	0.41116	0.899416	0.230763	0.883226	1.61171	0.374744	2.96136	4.4825	1.5935	9	XLOC_002983	lincRNA
XLOC_002985	3.23511	0.604459	1.26562	2.26684	0.383818	0.656749	1.17621	0.21408	0.396009	0.442878	0.101758	0.211715	10	XLOC_002985	lincRNA
XLOC_002986	3.3428	3.86513	3.18133	5.2362	5.1044	3.93641	5.80358	4.51738	4.44583	6.28165	5.06941	4.16958	17	XLOC_002986	lincRNA
XLOC_002989	1.14835	0.169628	0.0398466	0.117033	0.430792	0.197744	0.0640292	0.238431	0.415189	0.00602085	0.0669319	0.055331	9	XLOC_002989	lincRNA
XLOC_003010	0.638714	0.763138	0.786602	0.774303	0.96774	0.699678	0.823723	0.871122	0.588025	0.448349	0.435149	0.270288	13	XLOC_003010	lincRNA
XLOC_003015	3.09228	1.91827	2.23256	2.12918	1.43399	1.63316	2.1653	1.81132	1.51867	2.3727	2.41136	1.77336	15	XLOC_003015	lincRNA
XLOC_003017	0.20505	0.267183	0.0283296	0.521187	0.54114	0.268767	0.905889	0.598522	1.23901	0.585727	0.851432	1.5397	16	XLOC_003017	lincRNA
XLOC_003027	0.600659	1.14006	1.08988	0.422801	2.05838	1.29693	0.614371	2.45328	0.5364	0.331157	1.84115	0.208437	6	XLOC_003027	lincRNA
XLOC_003028	1.54169	0.363965	0.988118	0.721343	0.500147	4.42059	0.612608	1.00933	4.31809	0.234073	1.21355	4.1882	16	XLOC_003028	lincRNA
XLOC_003029	17.9966	4.33751	6.60081	9.06138	4.72823	5.7904	9.69008	7.90535	7.5776	6.25085	7.31872	6.74345	15	XLOC_003029	lincRNA
XLOC_003030	0.233235	0.174568	0.149422	0.432219	0.332563	0.22161	0.429136	0.354798	0.282748	0.450121	0.492628	0.357176	17	XLOC_003030	lincRNA
XLOC_003032	0	0	0.00272061	0.0510308	0.0129204	0.355381	0.0662914	0.00620893	0.622778	0.284984	0.00245318	1.00804	16	XLOC_003032	lincRNA
XLOC_003037	0	0.0797023	0.0862705	0.0251146	0.0762787	0.082847	0.0576496	0.0705783	0.408551	0.179454	0.0667377	0.421863	16	XLOC_003037	lincRNA
XLOC_003045	0.175054	0.280661	0.201459	0.249363	0.39428	0.356383	0.335166	0.463368	0.287056	0.591801	0.936285	0.5299	17	XLOC_003045	lincRNA
XLOC_003049	0.253871	0.173294	0.0597015	0.15196	0	0.254332	0.113994	0	0.206595	0.767252	0.0662965	0.496028	4	XLOC_003049	lincRNA
XLOC_003050	0.0351233	1.01619	0.0190051	0.0684039	1.39893	0.205961	0.16038	3.08116	0.471611	0.627264	3.48158	0.837006	9	XLOC_003050	lincRNA
XLOC_003058	0.0464334	0.0140063	0	0.233077	0.0147277	0.0319489	0.347479	0.0427153	0	0.0633332	0	0.032692	5	XLOC_003058	lincRNA
XLOC_003059	0.0585088	0.00918741	0.00264291	0.499844	0.0242567	0.00472738	0.598615	0.0692092	0.0320199	0.418768	0.0341365	0.117388	5	XLOC_003059	lincRNA
XLOC_003069	0	0	0	0.0463969	0.054876	0.0531104	0.170756	0.317609	0.163538	0.432913	0.507374	0.379902	17	XLOC_003069	lincRNA
XLOC_003074	0.419496	1.46416	0.0290728	6.21428	3.08	4.84116	11.6905	1.37892	4.99672	10.1369	0.544846	4.39905	5	XLOC_003074	lincRNA
XLOC_003076	0.00988781	0.0791813	0.235223	0	0.0330602	0.488936	0.0119522	0	0.277571	0.0454514	0	0.30284	16	XLOC_003076	lincRNA
XLOC_003077	0.903493	0.501359	1.04731	0.424786	0.336914	0.863881	0.163956	0.0533025	0.476139	0.0411869	0.0287878	0.284107	10	XLOC_003077	lincRNA
XLOC_003078	0.0944441	0.079051	0.0741887	0.12428	0.0386446	0.514911	0.212108	0.0743426	1.03323	0.397307	0.164304	1.8834	16	XLOC_003078	lincRNA
XLOC_003080	0.00210257	0.0137847	0	0.0223187	0.0237672	0	0.490373	0.248487	0.193487	0.592774	0.496852	0.129363	17	XLOC_003080	lincRNA
XLOC_003083	0.427408	0.0910008	0.271316	0.504941	0.196607	0.19636	0.337521	0.209465	0.17733	0.353518	0.192107	0.156843	10	XLOC_003083	lincRNA
XLOC_003089	2.49145	1.49185	1.15122	2.41716	1.69479	0.988073	2.33305	2.10939	0.842898	5.65144	3.33516	1.29686	17	XLOC_003089	lincRNA
XLOC_003090	9.0961	11.1842	11.0239	8.02326	11.4176	7.70925	4.74629	6.85895	3.67454	4.076	4.16415	2.63611	19	XLOC_003090	lincRNA
XLOC_003091	239.772	187.239	211.485	176.783	171.303	158.897	127.709	144.766	82.9779	81.2792	73.992	47.3268	19	XLOC_003091	lincRNA
XLOC_003100	0.394282	0.386671	0.375277	0.370644	0.280924	0.149783	0.346253	0.33987	0.153646	0.21595	0.284999	0.0752832	19	XLOC_003100	lincRNA
XLOC_003116	0.0220471	0.0235956	0.00874639	0.00740899	0.0245208	0	0	0.139421	0	0.0413603	0.430571	0.00837791	9	XLOC_003116	lincRNA
XLOC_003120	0.00824079	0	0	0.0204391	0.0124384	0.749786	0.0276751	0.0322589	3.25414	0.027577	0	2.20126	16	XLOC_003120	lincRNA
XLOC_003121	0	0	0	0	0.0193944	0.154709	0	0	0.371903	0	0.0806202	0.0890288	16	XLOC_003121	lincRNA
XLOC_003122	0.0594401	0.139346	0	0.255007	0.127321	0.581958	0.213332	0.254845	0.517849	0.781638	0.279551	0.692204	4	XLOC_003122	lincRNA
XLOC_003123	1.72455	3.83535	2.10407	9.4416	8.51565	16.4951	9.26008	7.93981	11.0023	8.09164	7.5829	6.38789	16	XLOC_003123	lincRNA
XLOC_003125	0.538225	0.343632	0.268501	0.920426	0.667895	0.417467	1.37538	1.44154	0.69128	1.08958	1.16823	0.677877	17	XLOC_003125	lincRNA
XLOC_003127	1.10972	0.556423	0.667975	0.768952	0.462487	0.72855	0.660541	0.365355	0.418719	1.28932	1.08855	1.29885	3	XLOC_003127	lincRNA
XLOC_003135	0.00301766	0	0	0.028571	0.00968175	4.08305e-06	0.0761045	0.0567585	0.772771	0.373406	0.0730213	1.88066	16	XLOC_003135	lincRNA
XLOC_003136	0.0126887	0	0.0144284	0.0537298	0.0542994	0.0294437	0.272672	0.0906466	0.151602	0.223506	0.0178641	0.150123	4	XLOC_003136	lincRNA
XLOC_003141	0.0138804	0.0691188	0.040693	0	0.0132943	0.10644	0.0152056	0.419896	0.748251	0.0524805	1.83998	1.60375	16	XLOC_003141	lincRNA
XLOC_003142	0.332242	1.10213	0.895147	0.507579	1.14791	0.929295	0.776977	1.29477	0.971774	1.01812	1.34385	1.26415	12	XLOC_003142	lincRNA
XLOC_003145	0.261808	0.185305	0.198051	0.41009	0.268294	0.137182	0.35378	0.399957	0.154116	0.140268	0.156415	0.0436963	19	XLOC_003145	lincRNA
XLOC_003147	0.0954934	0.0508538	0.0965972	0.429533	0.116916	0.386705	0.614557	0.325101	1.18606	0.534517	0.230322	1.29025	16	XLOC_003147	lincRNA
XLOC_003148	0.0189902	0.0598546	0.0111669	0.0500554	0.134577	0.330252	0.334344	0.414121	2.77165	0.905455	0.507645	2.43961	16	XLOC_003148	lincRNA
XLOC_003161	0	0.0069448	0.00339619	0.00633618	0.016741	0.0138189	0.0574618	0.0837808	0.223774	0.403505	0.432817	0.472235	16	XLOC_003161	lincRNA
XLOC_003165	0.268026	0.17061	0.525267	0.352318	0.202565	1.75917	0.734305	0.272168	3.55195	0.799518	0.134757	2.78508	16	XLOC_003165	lincRNA
XLOC_003167	2.1996	5.22586	3.45814	1.99519	6.51393	2.79731	1.43291	12.461	1.33264	1.4524	9.71117	1.24103	6	XLOC_003167	lincRNA
XLOC_003175	0	0.00483026	0	0.00499526	0.0114534	0.0110325	0.068783	0.0147044	0.0249232	0.798681	0.0293609	0.188823	5	XLOC_003175	lincRNA
XLOC_003182	0	0	0	0.0417214	0.008433	0.0357374	0.231821	0.131494	0.239844	0.549433	0.185562	0.475594	4	XLOC_003182	lincRNA
XLOC_003184	0.829238	0.960052	0.577176	1.29029	1.59537	1.76899	1.42933	3.8698	2.18635	0.927522	2.25841	1.23294	17	XLOC_003184	lincRNA
XLOC_003187	0.176577	0.0679608	0.138748	0.20006	0.0682887	0.0491823	0.0349159	0.117899	0.110274	0	0.130679	0.416992	-1	XLOC_003187	lincRNA
XLOC_003196	0.29306	0.317292	0.276261	0.347762	0.200991	0.1142	0.375286	0.272041	0.180863	0.667094	0.591359	0.238	17	XLOC_003196	lincRNA
XLOC_003241	0.229036	0.0497367	0.221395	0.575174	0.0894658	0.553224	1.12638	0.598538	0.779025	0.920596	0.20963	0.834238	4	XLOC_003241	lincRNA
XLOC_003242	0.170747	0.264887	0.150563	0.281617	0.411087	0.233153	0.587883	0.633806	0.344961	0.70676	0.98896	0.386042	17	XLOC_003242	lincRNA
XLOC_003245	0	0.00886334	0.0090467	0.024209	0.0132234	0.590682	0.0272455	0.0112494	1.14009	0.0349426	0.0415785	0.795973	16	XLOC_003245	lincRNA
XLOC_003246	0.0504817	0.766436	0.247197	0.214971	1.18189	0.189236	0.548529	0.731554	0.10835	1.31988	1.30089	0.0772906	17	XLOC_003246	lincRNA
XLOC_003265	0.0987346	0.0900824	0	0.602439	0.0596589	0.0287031	1.03819	0.103943	0.0804811	1.86051	0.116909	0.301055	5	XLOC_003265	lincRNA
XLOC_003267	0	0	0	0.00829552	0	0.0210223	0.00952184	0	0.250438	0.00660342	0	0.518251	16	XLOC_003267	lincRNA
