id,cluster,E15_cpn,E16_cpn,E18_cpn,P1_cpn,E15_subcereb,E16_subcereb,E18_subcereb,P1_subcereb,E15_corticothal,E16_corticothal,E18_corticothal,P1_corticothal,gene_type
Slc22a23,17,11.2097,18.3171,26.372,35.8732,11.5866,18.5019,20.9046,25.8899,22.9579,24.5536,29.6058,35.577,Protein coding
Slc22a3,16,0,0.0203854,0.0308095,0.151456,0,0.0542705,0.364002,2.5788,0.00423077,0.0262351,0.0190253,0.202883,Protein coding
Slc22a4,9,0.349753,0.526035,1.21858,1.30023,0.27588,0.94689,1.80022,1.86327,0.318584,1.0828,2.82315,3.13195,Protein coding
Slc23a2,15,16.0432,18.5181,20.3555,27.0342,18.2099,17.1895,13.0864,12.7901,20.4041,21.196,17.0579,16.9685,Protein coding
Slc24a2,17,0.414596,0.216734,0.720596,2.81125,0.126901,0.188011,0.663141,1.04952,0.627274,0.90349,2.04639,2.51821,Protein coding
Slc24a3,5,0.338247,3.28424,22.496,51.3254,0.0445446,0.510554,4.98306,9.73498,0.215222,0.740338,2.81824,6.72338,Protein coding
Slc25a1,14,40.1486,34.7985,35.8459,37.3799,34.053,45.9663,54.9115,73.5257,29.6658,26.3989,29.698,37.3628,Protein coding
Slc25a11,18,31.8407,30.8413,29.3702,33.6857,29.1138,30.6317,32.5387,42.4052,24.8383,22.5429,24.7218,32.2095,Protein coding
Slc25a12,18,21.76,23.0746,26.4318,31.7458,20.643,26.1091,43.8338,59.111,25.1683,26.1085,32.1908,44.2686,Protein coding
Slc25a18,7,0.908147,0.502983,0.225183,0.297236,1.43113,0.257207,0.0681592,0.0833562,0.811292,0.700443,0.212416,0.270969,Protein coding
Slc25a22,18,45.1078,35.5923,39.1096,65.8911,49.9302,55.8864,70.0919,108.778,45.5962,40.7059,48.9699,89.0224,Protein coding
Slc25a24,4,0.678671,0.830255,1.12932,0.796514,0.606598,1.19191,1.52402,1.19178,0.390471,0.465727,0.558802,0.248058,Protein coding
Slc25a27,13,29.996,39.0237,38.7373,29.4717,27.9745,24.5475,16.0866,10.3674,34.7124,37.5941,37.2426,25.1477,Protein coding
Slc25a28,8,29.888,29.4838,34.847,52.1696,31.1901,33.9842,33.5545,46.7896,31.2078,33.574,38.1389,53.1916,Protein coding
Slc25a3,18,107.874,99.5494,103.058,133.187,94.1149,93.1282,104.554,156.91,93.6132,88.789,102.078,152.97,Protein coding
Slc25a33,14,5.18671,4.96919,5.18491,7.25661,3.21913,4.80506,5.3352,7.0162,2.26045,2.72338,3.54047,5.85599,Protein coding
Slc25a36,13,22.4756,31.0929,27.8234,22.6843,21.7804,19.3718,16.8979,13.6154,23.2303,30.0021,25.0334,19.4068,Protein coding
Slc25a37,5,1.17706,1.48251,3.00158,5.07283,0.692287,0.807845,1.66988,1.17161,0.440406,0.483405,0.993787,1.44014,Protein coding
Slc25a38,14,12.9726,10.9948,10.1092,9.87893,11.179,12.2179,14.1993,15.5941,8.1756,6.28422,7.02477,8.96012,Protein coding
Slc25a39,19,22.3295,15.2658,15.3779,15.0571,18.9335,17.6152,21.707,27.2623,17.3272,16.7603,15.0357,14.2157,Protein coding
Slc25a4,18,240.94,227.913,252.302,330.151,236.343,298.049,361.291,531.992,212.278,210.197,247.053,400.685,Protein coding
Slc25a5,17,86.8787,74.9045,71.8842,99.4812,46.4507,44.0195,50.3543,82.4836,45.0562,39.5724,51.7871,101.058,Protein coding
Slc26a11,6,0.547527,0.845839,1.55265,1.0968,0.782883,1.23819,1.69071,0.767025,1.96013,2.82675,3.91429,2.12588,Protein coding
Slc26a6,14,1.96853,1.73546,2.34277,2.92623,1.80367,1.97768,3.05826,3.66067,1.8347,1.68719,2.55988,3.0154,Protein coding
Slc26a7,10,2.45542,8.43623,3.82204,1.93643,1.43707,3.34019,1.44523,0.79024,0.9731,4.2424,2.60767,1.56102,Protein coding
Slc27a1,13,23.0913,22.2738,24.3044,17.7969,25.5771,20.7827,17.4045,12.7527,28.1795,30.7786,33.6955,24.444,Protein coding
Slc27a3,14,11.1105,11.1344,13.3001,10.4288,7.00112,10.1546,13.7058,13.7617,6.55715,8.13978,11.1979,9.21906,Protein coding
Slc27a4,18,26.7747,24.191,26.4368,35.4348,25.5961,31.2024,37.2183,57.8862,25.4274,23.7156,25.2334,34.7284,Protein coding
Slc27a5,13,0.593734,0.87032,0.820927,0.537977,0.509807,0.570559,0.372741,0.224544,0.822946,0.940557,0.981445,0.547083,Protein coding
Slc27a6,4,0.196011,0.41563,0.805038,0.728709,0.143235,0.250381,0.636312,0.514279,0.102825,0.164046,0.460298,0.359143,Protein coding
Slc29a1,16,36.5531,39.6103,53.6313,47.9911,31.3444,62.4564,83.7782,87.5007,18.5056,31.9031,42.5205,34.0392,Protein coding
Slc29a3,19,9.54749,8.73465,8.03095,5.0131,8.10595,8.6248,9.36725,6.57597,8.42492,7.55629,6.92081,3.08355,Protein coding
Slc29a4,8,87.4648,83.4905,92.071,128.625,79.3428,83.0227,80.4529,98.7843,74.2511,68.6632,61.7092,52.9523,Protein coding
Slc2a1,10,9.67798,6.46784,5.4452,1.98207,6.41281,3.63187,3.42346,1.93811,3.34266,3.05336,2.97757,1.75767,Protein coding
Slc2a13,17,0.912841,1.71128,4.60644,8.75221,1.57686,2.39478,2.26851,2.80989,1.02103,1.50444,2.29747,3.25165,Protein coding
Slc2a4,15,0.804131,0.701373,0.990946,1.06301,0.546331,0.302536,0.396516,0.334144,0.423913,0.448499,0.511565,0.963175,Protein coding
Slc2a6,16,2.00002,2.79345,6.33726,7.94726,3.79682,5.09269,9.49566,13.6231,3.81635,3.38146,6.49471,8.92934,Protein coding
Slc30a1,17,2.80414,2.86379,3.14573,8.03647,1.78395,2.31761,2.54537,5.08261,2.39898,2.40642,2.7723,7.30804,Protein coding
Slc30a10,15,13.3607,8.91088,7.70117,7.41024,8.17072,6.10417,6.46247,6.67234,9.42255,7.54337,7.71448,7.29465,Protein coding
Slc30a4,18,6.10769,7.41868,8.90883,13.7945,6.97918,7.81947,10.0984,12.9776,7.32568,8.33376,8.93107,12.1105,Protein coding
Slc30a7,19,5.67783,5.71453,5.10646,4.42943,5.47544,4.59129,4.1721,3.11706,5.74347,4.96556,4.65907,3.95457,Protein coding
Slc31a2,17,2.46544,3.34106,4.48816,3.5829,3.63701,6.4184,7.34897,3.83961,4.64088,5.14009,6.76398,3.41382,Protein coding
Slc32a1,9,2.97847,0.192856,0.141277,0.147797,0.168038,0.465239,1.50827,0.426352,0.486979,0.875245,0.781221,1.39507,Protein coding
Slc35a3,15,2.0854,3.01299,3.48275,3.22042,0.915059,1.4331,1.72777,1.44642,1.19767,2.18107,3.11506,2.95743,Protein coding
Slc35a5,19,6.84533,7.54783,7.57774,4.50798,6.55158,6.53277,8.33723,6.26234,6.42567,7.42672,8.01976,4.70804,Protein coding
Slc35b1,18,50.7703,42.8269,40.916,77.0317,74.0974,59.3294,52.8263,92.6666,68.778,58.4354,56.6322,88.3405,Protein coding
Slc35b2,15,34.544,28.6075,28.2019,28.5115,26.1703,20.4915,20.1674,26.6671,23.4776,21.1681,24.2072,21.3986,Protein coding
Slc35b4,15,16.0841,17.2344,15.0076,7.73353,7.58688,7.78279,9.98707,7.46388,7.81869,9.83543,11.0246,6.05306,Protein coding
Slc35c1,18,6.15284,5.74685,5.48593,8.99314,5.45695,5.85187,7.0361,9.20856,5.28889,4.79553,5.06906,6.12362,Protein coding
Slc35c2,14,15.4793,16.0257,16.3695,20.9487,22.2421,19.1426,19.0111,24.3837,11.4055,9.02469,7.38051,8.69935,Protein coding
Slc35d1,12,4.01397,3.40522,3.10353,4.12768,6.04423,5.62152,5.68569,4.13331,6.23223,7.12019,6.97329,6.92495,Protein coding
Slc35e1,18,7.55153,6.66184,6.89472,9.02373,7.42708,7.74969,9.25066,11.3114,6.68563,5.79996,5.87828,7.37734,Protein coding
Slc35e4,16,4.71506,3.94962,5.62755,9.49847,4.2248,5.53999,9.72417,15.2627,1.9299,1.56919,3.25336,6.07944,Protein coding
Slc35f1,17,15.4274,31.5782,42.51,67.4334,26.4763,41.9533,33.213,36.385,61.0408,78.8486,97.132,151.585,Protein coding
Slc35f2,16,3.26267,5.30209,6.84763,11.4676,5.06339,19.5822,26.4512,36.6486,2.95299,7.05094,8.69633,10.8464,Protein coding
Slc35f3,9,0.0328447,0.0870212,0.138094,0.514267,0.29341,0.480993,0.698143,0.650343,0.757585,3.1977,2.35943,6.1291,Protein coding
Slc35f4,5,0.923262,6.14,16.6671,16.0301,0.379001,0.859721,4.20016,4.44873,0.835814,0.898259,1.75588,3.87548,Protein coding
Slc35f5,12,6.86624,8.64012,10.8681,11.9645,6.20841,8.34431,12.9793,13.2868,10.6703,11.743,13.7236,12.8064,Protein coding
Slc37a1,12,3.81754,4.37641,7.46695,7.57213,5.41662,4.95673,5.93764,4.95567,8.25468,9.04223,12.3605,9.36966,Protein coding
Slc37a4,15,13.1227,15.6754,20.3186,16.5794,11.1399,11.9852,13.1592,10.6366,11.6364,12.4155,17.1911,14.2936,Protein coding
Slc38a1,19,94.5367,85.5067,59.591,46.0374,76.2564,55.2596,40.9394,31.8763,58.0653,52.8253,43.3521,35.0903,Protein coding
Slc38a10,18,31.1517,29.1812,31.107,40.16,31.4815,34.9843,35.4226,46.944,27.8148,25.6032,24.4703,26.5052,Protein coding
Slc38a2,19,157.453,125.02,85.1672,59.0773,137.643,87.412,50.2414,37.5407,117.427,86.4318,65.1485,46.8917,Protein coding
Slc38a3,17,0.466967,0.634881,1.0556,0.846484,0.537627,0.170162,0.325198,0.222218,0.443823,0.739746,0.793831,1.36211,Protein coding
Slc38a4,16,0.00652789,0.00611429,0.0519309,0.210682,0.0104732,0.0907329,0.3634,0.774437,0.0387559,0.119685,0.173597,0.454083,Protein coding
Slc38a6,19,109.266,97.6992,54.595,39.0363,110.661,60.607,48.8899,48.2443,83.1039,69.2326,47.3166,32.3405,Protein coding
Slc38a7,18,18.4972,19.6231,21.0604,24.0593,19.0784,24.5552,25.2583,28.9349,17.9125,20.2892,20.3495,18.9728,Protein coding
Slc38a9,19,7.02607,6.32239,5.89647,4.24057,7.70095,5.22722,4.5979,2.95246,6.83287,6.48174,5.90937,4.06126,Protein coding
Slc39a10,15,24.8579,25.1037,27.9835,18.9224,19.9994,17.2864,18.8846,11.8706,15.9113,16.8982,18.5378,12.2899,Protein coding
Slc39a2,19,2.49221,3.80846,4.7098,1.68565,3.03892,4.62662,4.08218,1.25902,4.177,5.34653,6.39314,2.11096,Protein coding
Slc3a2,18,37.5493,32.5128,31.599,52.8004,31.0678,29.6078,34.9144,69.1131,30.5656,29.8308,30.9099,52.6408,Protein coding
Slc41a1,19,5.96173,5.30543,4.37713,4.03727,5.90886,3.42541,3.31734,2.05374,4.91168,4.71259,4.35569,2.92168,Protein coding
Slc41a2,16,1.01449,2.01263,3.19984,3.52409,0.339829,1.46433,3.25263,4.33516,1.32041,1.65493,2.21979,2.40332,Protein coding
Slc41a3,17,0.436858,0.873816,2.06078,4.08528,0.304317,0.782688,2.6818,4.34533,0.852943,1.20725,2.30065,4.00425,Protein coding
Slc43a2,19,8.47948,6.9746,7.26342,7.45852,12.2155,11.3833,10.7962,7.8441,10.7697,9.37801,8.84789,6.0833,Protein coding
Slc44a1,12,6.31242,7.11351,7.62058,10.1314,10.3426,6.19981,3.93516,4.37728,11.5425,11.161,6.36518,6.04306,Protein coding
Slc44a5,7,3.82113,1.29525,1.45176,1.46104,11.8365,2.93961,1.47125,1.3361,4.17141,7.01357,4.69781,3.06951,Protein coding
Slc45a1,18,11.999,11.7565,15.53,23.643,13.2081,15.5431,18.6269,30.4067,16.3838,16.6855,19.9765,28.1592,Protein coding
Slc45a3,3,1.26856,1.32172,1.31215,0.37938,2.74828,2.34538,1.52343,0.420593,3.04839,2.75292,2.18988,0.704476,Protein coding
Slc4a10,6,3.05532,4.78139,8.02499,10.5057,7.81474,6.93479,9.27658,11.8328,15.398,23.0336,22.9865,29.0129,Protein coding
Slc4a3,14,20.7216,27.6633,34.5532,50.2027,15.3936,25.0931,32.6879,45.5425,13.6208,19.2413,25.6645,33.972,Protein coding
Slc4a4,9,5.17622,1.7246,0.187296,0.279137,0.736548,1.4973,0.476348,0.27141,1.15042,2.18526,2.48913,5.63501,Protein coding
Slc4a7,19,19.8742,19.0102,16.1412,16.0951,20.0397,14.5372,12.1321,11.1302,17.7431,19.3695,17.495,14.5496,Protein coding
Slc4a8,12,11.4932,10.9244,10.6194,8.90485,14.2004,10.1711,13.5791,14.572,14.7124,13.3585,14.6881,13.5789,Protein coding
Slc50a1,15,11.7318,9.22029,8.91262,9.77346,8.50942,6.624,6.92429,6.67032,4.96454,6.16402,8.34746,6.63548,Protein coding
Slc5a5,16,0.500561,0.328576,0.367618,0.753658,0.480882,0.367033,0.516636,1.32208,0.232078,0.269022,0.141413,0.22233,Protein coding
Slc6a1,9,8.14787,1.62573,2.33291,2.97693,0.726253,1.3751,4.01637,1.71579,1.06364,2.9483,3.60166,6.00085,Protein coding
Slc6a11,17,0.88573,5.69247,16.361,38.5267,0.118462,1.72688,7.34228,15.4085,0.762626,5.10775,8.68668,30.3649,Protein coding
Slc6a15,11,24.4741,20.4855,26.0557,32.1325,79.4162,159.523,119.951,125.005,52.3716,63.4633,41.8002,45.0671,Protein coding
Slc6a17,12,34.8361,42.654,47.3891,59.0383,39.7593,43.6177,48.0825,60.7924,66.0056,49.21,48.3705,68.1092,Protein coding
Slc6a4,6,0.0130032,0.0614822,0.118934,0.054024,0.0967922,0.181165,0.223712,0.2627,0.509952,3.31089,3.36925,3.57803,Protein coding
Slc6a6,8,41.5599,48.858,49.5842,57.9061,39.1894,50.4865,46.1834,50.483,36.597,39.4605,37.2495,44.2001,Protein coding
Slc6a7,9,0.0570235,0.182648,1.06842,2.98084,0.107864,0.141708,1.17126,3.38008,0.127861,0.402592,2.25315,8.35064,Protein coding
Slc6a8,19,32.7075,26.7381,24.4269,24.2111,34.8234,24.482,20.2477,18.3325,29.7981,25.0874,24.546,24.729,Protein coding
Slc7a1,14,7.2414,8.65472,9.60427,16.2466,6.10816,11.4258,16.7331,24.0744,4.38333,5.54826,6.15103,12.9208,Protein coding
Slc7a11,14,18.8657,7.18866,11.5723,16.6843,13.7641,8.87812,14.1975,26.9474,11.6129,4.60125,7.05507,14.1337,Protein coding
Slc7a14,17,3.81482,5.5155,6.625,7.14828,2.03798,4.79721,5.69584,4.56774,4.19273,4.93489,5.53434,6.38911,Protein coding
Slc7a2,15,0.724456,0.766101,1.11628,0.914954,0.467903,0.546267,0.866801,0.706996,0.245033,0.546006,0.697102,0.436271,Protein coding
Slc7a3,16,0.238967,0.172195,0.574675,0.669818,0.273027,0.516253,2.02008,2.96566,0.226592,0.265888,0.561531,1.34893,Protein coding
Slc7a5,18,20.9001,17.9561,21.488,46.0215,16.527,19.5678,33.7365,66.8154,18.1128,21.1125,18.2513,37.3865,Protein coding
Slc7a6,14,28.1908,24.6498,20.9524,22.5426,24.1925,20.3803,19.5448,22.4007,12.6733,12.7991,11.1919,10.555,Protein coding
Slc7a8,17,3.11267,4.39954,6.96428,11.6482,4.95888,9.21758,14.6894,18.6242,4.17119,6.86089,13.0567,20.7671,Protein coding
Slc8a2,12,36.842,22.7796,18.7423,27.2668,61.5764,32.0874,29.56,54.298,47.7573,50.8387,47.9914,79.7782,Protein coding
Slc8a3,11,2.39852,0.852752,2.18904,5.46713,20.942,13.9824,14.6782,21.8771,29.0544,20.2684,17.1646,24.6578,Protein coding
Slc9a2,9,0.0278343,0.162462,0.171095,0.2421,0.085912,0.107743,0.140887,0.288205,0.0182891,0.25684,0.666086,0.569298,Protein coding
Slc9a3r2,17,5.06221,7.40411,12.1704,16.0679,4.10911,5.62328,8.58254,10.8863,5.03527,6.86359,11.6318,16.2712,Protein coding
Slc9a5,14,12.4118,12.2594,17.2386,14.4528,11.8631,16.3142,20.2408,16.9407,8.86353,10.1282,12.1914,8.90318,Protein coding
Slc9a6,12,8.68742,7.87577,12.5,17.4217,13.1293,13.5036,17.5626,24.9941,22.5147,21.5402,18.9573,24.8928,Protein coding
Slc9a9,16,0.324372,0.840388,1.22468,1.52668,0.088007,0.404951,1.81017,3.35718,0.114006,0.11853,0.118696,0.166371,Protein coding
Slco1c1,17,0.163941,0.469383,0.757661,0.605707,0.191713,0.150336,0.313496,0.14813,0.164367,0.653253,0.643802,0.839006,Protein coding
Slco2b1,0,0.0826993,0.591691,0.45078,0.172312,0.0953293,0.0383547,0.0555126,0.0245722,0.0561492,0.108041,0.106311,0.0706378,Protein coding
Slco3a1,4,5.01326,11.8241,12.2585,15.0237,4.04978,6.10433,13.2657,23.0935,3.30585,2.50858,4.03809,6.85528,Protein coding
Slco4a1,17,1.87028,2.5732,3.94972,3.44062,0.795816,1.69384,1.72237,0.784994,0.455874,2.14274,5.51237,4.56791,Protein coding
Slco5a1,15,13.6832,18.0681,14.607,11.9488,8.29173,9.33757,9.87703,8.27305,7.69688,8.81774,6.69594,4.82246,Protein coding
Slfn9,1,0.116042,0.0871857,0.0347772,0.025702,0.0406244,0.0165423,0.00584395,0,0.277163,0.0827422,0.00821017,0.0243672,Protein coding
Slit1,3,9.04002,7.33943,5.64071,6.96626,73.2766,38.5845,15.8045,14.8601,62.9912,68.2435,42.0302,36.7516,Protein coding
Slit2,5,0.691351,0.764799,1.52274,1.19723,0.0656713,0.0899164,0.388304,0.951011,0.175984,0.317617,0.223116,0.115749,Protein coding
Slitrk1,12,19.5745,29.908,24.3691,17.1968,19.7095,11.476,5.5355,4.76902,29.3127,30.8547,25.3065,24.4084,Protein coding
Slitrk2,11,1.76575,5.54682,7.7547,4.45649,8.62913,9.30292,6.10732,2.56186,5.61631,3.38937,2.38212,1.37616,Protein coding
Slitrk3,16,5.93955,4.0768,3.37426,2.79442,4.80264,14.0375,21.7432,13.9106,1.14116,2.04676,2.48105,1.66003,Protein coding
Slitrk4,17,1.10231,1.83409,3.54271,3.57109,0.740256,2.48742,2.40952,1.5728,1.49153,1.98285,2.16576,2.63924,Protein coding
Slmo1,18,24.806,29.8517,30.7158,33.1323,25.3453,36.0176,35.0998,43.0173,24.1237,27.7577,28.6383,29.6747,Protein coding
Slmo2,18,22.7685,21.2877,22.7681,30.6954,25.6048,30.1553,34.6921,37.5058,23.8562,22.0531,23.179,30.2719,Protein coding
Sltm,19,47.4208,48.8132,45.6426,20.4448,53.1506,52.9701,43.5754,19.3111,48.6642,44.2724,42.0501,19.2217,Protein coding
Slx4,19,7.66313,8.84335,8.96528,4.49631,7.69008,8.16865,8.09071,3.80842,7.66441,9.14103,7.09863,5.02856,Protein coding
Smad1,19,35.0564,28.1674,25.2659,23.9269,29.7994,24.3295,19.8116,17.5261,34.4182,30.7629,25.6539,23.6627,Protein coding
Smad2,19,30.6008,27.7872,22.4951,16.2593,24.749,23.6409,21.4707,14.2696,22.8717,19.0014,17.6543,13.651,Protein coding
Smad3,5,3.06004,8.8473,19.9992,19.1803,3.17517,5.58792,6.9415,5.2797,2.49748,3.00684,2.31094,0.739448,Protein coding
Smad4,19,36.0918,31.8486,24.5492,20.1603,36.4564,28.2193,22.4277,14.1517,34.8177,30.5826,22.8066,17.4864,Protein coding
Smad5,19,26.6423,20.0695,15.8721,9.59891,47.0654,23.8523,15.8649,9.47027,46.3965,34.0958,22.4173,11.1532,Protein coding
Smad6,10,2.49889,1.36816,0.506745,0.194277,0.958974,0.100863,0.0579798,0.0194338,0.235565,0.114029,0.0503494,0.0267393,Protein coding
Smad7,17,4.13072,4.39538,5.55292,8.59683,3.42103,2.65799,3.5024,4.42157,7.74666,7.3511,9.99211,16.8479,Protein coding
Smap1,17,36.1572,31.7865,33.3732,42.0087,38.8945,46.4443,57.8966,73.6307,54.5858,51.2835,69.1697,100.525,Protein coding
Smarca2,12,56.9531,84.4523,87.8658,69.5332,172.037,126.55,72.9226,67.4846,143.876,155.231,142.205,122.172,Protein coding
Smarca4,19,151.556,120.857,102.033,83.0266,163.513,121.822,99.3724,82.6911,140.885,113.062,93.7597,76.0639,Protein coding
Smarca5,19,30.3061,22.3852,14.0955,10.4634,22.1553,15.9928,11.1514,8.81163,20.4313,15.4868,12.3993,11.2428,Protein coding
Smarcad1,19,30.3019,26.6111,20.9853,11.8042,28.1697,22.9426,16.553,10.1394,26.8439,26.7961,22.8702,14.9817,Protein coding
Smarcc1,19,59.8504,53.6528,42.2504,31.6048,56.8267,56.5312,47.5725,39.8349,48.1757,44.7451,35.5786,26.9586,Protein coding
Smarcd2,13,14.4932,10.3006,9.25937,9.88676,19.3772,10.0602,8.59118,9.83289,15.271,10.5765,9.52835,9.34024,Protein coding
Smarcd3,6,78.1006,60.4914,52.1936,53.6342,129.821,85.0363,68.1118,77.6833,202.87,166.711,184.234,176.944,Protein coding
Smarce1,19,105.472,89.9022,77.3356,62.4603,85.9928,77.0678,60.9686,44.9915,77.8513,67.5067,61.8314,57.8322,Protein coding
Smc2,-1,3.53294,3.43479,2.0711,1.37537,3.46005,2.74357,3.114,3.53533,4.09393,4.02854,2.55475,1.93238,Protein coding
Smc3,19,33.2672,33.0913,25.4948,21.4997,31.9141,26.0779,21.4763,16.9691,31.5168,28.7663,24.6439,22.6057,Protein coding
Smc4,19,5.84921,5.4555,3.98821,2.97246,3.59051,2.13302,1.49938,1.56706,4.86049,4.13944,3.72006,3.14103,Protein coding
Smc5,12,9.97014,13.3075,14.8479,14.8935,13.3939,9.97587,9.77189,9.02589,21.8416,19.2352,19.8525,16.7296,Protein coding
Smchd1,19,13.6209,14.349,10.6926,8.09826,12.0611,10.4254,8.6289,5.91079,11.8055,12.6771,10.3221,9.44141,Protein coding
Smcr7,18,7.4564,6.89744,8.90792,11.7439,8.79274,10.8394,14.1232,18.8263,9.58,8.81559,10.7866,14.4884,Protein coding
Smcr7l,19,11.777,10.1622,8.25884,7.59328,10.4349,8.69116,7.71266,5.62252,9.45355,8.05999,6.60103,6.24435,Protein coding
Smek1,19,25.625,23.6686,19.6021,15.3516,25.5993,21.3482,16.2441,11.7791,24.4008,21.91,19.2938,16.6108,Protein coding
Smek2,19,18.3339,17.8446,14.1872,11.0949,17.0812,13.9651,11.0978,9.23133,15.8743,16.2922,15.1601,13.5569,Protein coding
Smg1,19,19.6112,23.2263,21.2699,14.9798,18.6566,18.6438,18.0609,11.5446,18.7672,21.0017,18.1588,12.983,Protein coding
Smg6,19,22.2243,20.4102,17.4521,12.9756,21.5416,15.9926,14.3345,10.3406,18.8967,17.565,14.9606,11.016,Protein coding
Smo,19,2.18228,3.17428,1.30638,1.40406,3.42003,2.62292,0.922305,0.813185,3.02861,2.66928,1.00058,0.576123,Protein coding
Smoc1,9,0.752596,0.760711,0.677058,0.650729,0.867096,1.71875,2.69819,2.99381,2.30476,1.89037,1.72895,6.51845,Protein coding
Smox,19,15.7314,14.2568,13.7431,10.6167,13.7772,14.7092,11.3415,8.20674,11.8322,12.9074,12.4502,9.70467,Protein coding
Smpd1,18,21.7714,16.7283,17.4115,27.6722,21.5869,21.3092,23.6925,41.452,20.9852,17.9718,21.2219,32.7647,Protein coding
Smpd3,14,40.7461,44.1313,53.1532,69.7369,39.2193,48.6955,58.8943,83.7948,36.6341,37.8034,37.6122,42.7913,Protein coding
Smpdl3a,17,0.330989,0.530816,0.737129,1.31004,0.625263,0.501585,1.25117,2.88169,0.986237,0.775025,1.38708,2.77324,Protein coding
Sms,18,41.1126,45.5371,51.3553,61.4583,42.8967,53.1324,59.3622,67.3768,40.4389,43.6103,46.592,51.1889,Protein coding
Smtn,15,1.16922,0.912138,1.12498,1.37157,0.971958,0.686219,1.27167,0.858569,0.722182,0.648176,0.511943,0.571955,Protein coding
Smtnl2,5,1.31484,3.11059,5.07845,4.19593,0.269105,2.28875,3.73689,2.18363,0.284853,0.48924,1.02629,0.983352,Protein coding
Smug1,15,8.55083,10.3112,15.2259,14.9647,8.03322,8.08683,8.48762,7.56936,7.11658,7.40646,8.48969,7.62928,Protein coding
Smurf2,19,21.5639,21.119,18.5269,12.6681,17.7739,14.156,11.343,6.97303,18.2077,17.4544,15.484,11.4873,Protein coding
Smyd2,14,33.1962,38.6605,43.0896,56.9602,35.5655,68.4664,71.2388,92.6157,30.2516,38.392,37.2465,51.2358,Protein coding
Smyd3,8,6.39196,8.11794,8.05275,8.33993,4.88385,4.67231,7.82026,10.8345,4.60291,5.01223,6.18932,11.7444,Protein coding
Smyd5,14,25.6457,28.5957,34.0593,37.8397,22.0338,38.9845,51.1612,58.1969,17.4315,22.1447,25.0553,25.6655,Protein coding
Snai1,7,2.27007,1.80282,1.0576,1.55611,2.57952,1.54763,0.523457,0.663492,2.94127,1.66275,1.01807,1.46777,Protein coding
Snap23,19,4.19192,4.77703,3.9435,2.00024,4.78388,3.12421,2.98789,1.23535,5.29503,4.44209,3.89335,1.47365,Protein coding
Snap25,12,55.0237,53.718,50.6741,87.0887,147.563,101.902,107.168,157.892,133.992,160.859,145.988,186.896,Protein coding
Snap47,18,106.801,109.832,130.317,164.842,102.174,117.278,148.201,202.939,109.603,106.667,125.955,172.31,Protein coding
Snap91,18,46.3966,54.6116,67.3948,79.3517,41.0463,58.9732,83.3027,98.4061,49.0176,52.3805,75.6358,105.032,Protein coding
Snapc1,19,8.65805,8.75494,6.2347,3.24272,8.57582,8.72667,6.44188,3.48466,7.49566,7.39958,5.11362,3.57501,Protein coding
Snca,9,8.45645,10.269,29.6736,77.3086,9.81618,22.7437,64.7663,85.9266,10.258,19.5397,57.2449,146.541,Protein coding
Sncaip,10,21.2817,26.2327,17.7543,10.7401,4.88602,10.8039,6.6378,1.94921,9.6188,10.3926,9.15858,4.2515,Protein coding
Sncb,9,7.12722,12.1218,20.5013,45.4482,11.8056,21.3579,35.5821,59.5707,32.3838,38.3844,60.5747,148.577,Protein coding
Snd1,18,34.084,33.6646,31.7795,52.9973,25.3119,29.1142,33.1916,61.7857,23.3764,23.6917,25.0239,42.8253,Protein coding
Snf8,18,37.5357,35.1583,33.2924,40.8559,34.7587,33.1659,41.3694,53.7247,30.6938,27.4503,33.8882,43.0455,Protein coding
Snhg1,19,111.582,86.8954,71.5052,56.66,127.326,85.8635,55.9862,55.3083,102.47,76.1559,64.0921,50.6676,Protein coding
Snhg10,17,3.07579,2.43254,2.70927,6.27892,2.944,2.64082,1.92621,6.99533,1.91214,2.59166,2.84221,7.62415,Protein coding
Snhg11,16,1.42855,0.221983,0.607914,1.63896,0.0405997,0.240566,2.62617,27.2767,0.162046,0.734215,3.51134,20.9558,Protein coding
Snhg12,19,50.8003,50.9659,40.4819,15.0197,55.413,53.1304,33.832,15.7337,62.456,57.0466,39.9828,14.7341,Protein coding
Snhg3,17,6.88285,6.10641,8.19611,14.0181,6.43601,7.73751,11.2369,18.2035,4.68485,5.94714,8.23909,18.8422,Protein coding
Snip1,19,13.8509,11.622,11.4003,9.02687,12.5823,11.6946,9.44347,6.31821,11.9581,10.8901,9.87097,8.99568,Protein coding
Snn,8,141.171,159.478,182.885,215.836,111.458,161.583,162.82,186.307,102.206,120.472,141.199,165.278,Protein coding
Snph,12,7.05521,6.00551,8.52626,8.87641,15.7154,13.2027,13.2828,14.6481,17.182,15.2492,12.5251,11.8847,Protein coding
Snrnp48,13,12.9331,13.168,13.617,8.33816,13.7573,13.9859,13.7556,10.1224,13.9339,16.4108,15.7363,11.7165,Protein coding
Snrpb2,8,23.7412,21.8601,15.1779,22.9629,16.5294,17.1432,16.7065,24.9709,15.1666,14.8021,13.5379,20.5872,Protein coding
Snrpd2,18,123.771,126.161,116.575,174.111,101.448,118.924,121.74,216.072,89.3522,95.2938,110.33,198.137,Protein coding
